epoch,accuracy,loss,recall,val_accuracy,val_loss,val_recall
0,0.5861387848854065,0.6761952042579651,0.5667846202850342,0.8117823004722595,0.6208018660545349,0.4708520174026489
1,0.6739093065261841,0.6154521703720093,0.5999557971954346,0.7818272709846497,0.6180275082588196,0.5426008701324463
2,0.7013912796974182,0.5956948399543762,0.6103494167327881,0.7733399868011475,0.6130917072296143,0.5784753561019897
3,0.7026795148849487,0.5893597602844238,0.6048208475112915,0.850723922252655,0.48203712701797485,0.27802690863609314
4,0.7169357538223267,0.5819560289382935,0.6145510673522949,0.748876690864563,0.6326777935028076,0.6681614518165588
5,0.717021644115448,0.5758522748947144,0.61985844373703,0.833250105381012,0.49809500575065613,0.3363228738307953
6,0.7240638732910156,0.573810875415802,0.61654132604599,0.8062905669212341,0.5506308674812317,0.48430493474006653
7,0.7254379987716675,0.5714293718338013,0.6160990595817566,0.7708437442779541,0.5977744460105896,0.5964125394821167
8,0.7290449738502502,0.5660457611083984,0.6220698952674866,0.7968047857284546,0.5581974983215332,0.5156950950622559
